eto_lead_whatsapp_feedback_response_id,feedback_date,feedback_modref_id,feedback_modref_type,feedback_remarks,fk_buyer_glusr_usr_id,fk_eto_lead_whatsapp_template_id,fk_supplier_glusr_usr_id,im_whatsapp_msg_sent_date,response_flag
489,02/07/24 10:08,107079268063.0,1.0,Not Satisfied,34307712.0,11.0,,02/07/24 10:08,-234.0
490,02/07/24 10:10,107089636975.0,1.0,Satisfied,66013390.0,11.0,,02/07/24 10:10,111.0
491,02/07/24 10:07,107073786095.0,1.0,Satisfied,31096857.0,11.0,,02/07/24 10:07,111.0
492,02/07/24 10:09,107083452985.0,1.0,Not Satisfied,114158055.0,11.0,,02/07/24 10:09,-222.0
493,02/07/24 10:04,107056773959.0,1.0,Satisfied,34478874.0,11.0,,02/07/24 10:04,-111.0
494,02/07/24 10:09,107081857763.0,1.0,Satisfied,12914484.0,11.0,,02/07/24 10:09,111.0
495,02/07/24 10:02,107058851434.0,1.0,Not Satisfied,76828341.0,11.0,,02/07/24 10:02,-234.0
500,02/07/24 10:05,107082379075.0,1.0,Satisfied,152925124.0,11.0,,02/07/24 10:05,-111.0
508,02/07/24 10:10,107067158646.0,1.0,Not Satisfied,223330181.0,11.0,,02/07/24 10:10,-234.0
525,02/07/24 10:02,107059642446.0,1.0,Not Satisfied,142548216.0,11.0,,02/07/24 10:02,-234.0
530,02/07/24 10:09,107067069667.0,1.0,Satisfied,12685186.0,11.0,,02/07/24 10:09,111.0
531,02/07/24 10:09,107067069667.0,1.0,Satisfied,12685186.0,11.0,,02/07/24 10:09,111.0
533,02/07/24 10:10,107082327359.0,1.0,Satisfied,92928368.0,11.0,,02/07/24 10:10,111.0
537,02/07/24 10:09,107067180075.0,1.0,Not Satisfied,216273566.0,11.0,,02/07/24 10:09,-234.0
2299,02/07/24 10:33,107058999546.0,1.0,Satisfied,71348636.0,11.0,,02/07/24 10:33,111.0
2300,02/07/24 10:02,107063856175.0,1.0,Satisfied,83691721.0,11.0,,02/07/24 10:02,111.0
2301,02/07/24 10:17,107096228013.0,1.0,Satisfied,205217167.0,11.0,,02/07/24 10:17,111.0
2304,02/07/24 10:34,107075664785.0,1.0,Not Satisfied,219169526.0,11.0,,02/07/24 10:34,-234.0
2313,02/07/24 10:06,107076976675.0,1.0,Satisfied,215594470.0,11.0,,02/07/24 10:06,111.0
2315,02/07/24 10:27,107086091034.0,1.0,Not Satisfied,5433660.0,11.0,,02/07/24 10:27,-234.0
2316,02/07/24 10:04,107055933795.0,1.0,Satisfied,222512639.0,11.0,,02/07/24 10:04,111.0
2317,02/07/24 10:15,107073386185.0,1.0,Not Satisfied,188182139.0,11.0,,02/07/24 10:15,-234.0
2324,02/07/24 10:22,107071221975.0,1.0,Satisfied,7847023.0,11.0,,02/07/24 10:22,111.0
2329,02/07/24 10:27,107080212695.0,1.0,Satisfied,110795537.0,11.0,,02/07/24 10:27,111.0
2785,02/07/24 10:29,107070535213.0,1.0,Not Satisfied,48880036.0,11.0,,02/07/24 10:29,-567.0
2787,02/07/24 10:30,107094972463.0,1.0,Satisfied,135673270.0,11.0,,02/07/24 10:30,333.0
2791,02/07/24 10:01,107062964052.0,1.0,Not Satisfied,218166531.0,11.0,,02/07/24 10:01,-234.0
2793,02/07/24 10:12,107076523563.0,1.0,Not Satisfied,110906343.0,11.0,,02/07/24 10:12,-222.0
2795,02/07/24 10:07,107090190946.0,1.0,Not Satisfied,150089047.0,11.0,,02/07/24 10:07,-234.0
2797,02/07/24 10:29,107078542975.0,1.0,Satisfied,90870757.0,11.0,,02/07/24 10:29,111.0
2799,02/07/24 10:01,107062964052.0,1.0,Not Satisfied,218166531.0,11.0,,02/07/24 10:01,-567.0
2800,02/07/24 10:29,107078542975.0,1.0,Not Satisfied,90870757.0,11.0,,02/07/24 10:29,-234.0
2802,02/07/24 10:35,107059022113.0,1.0,Satisfied,46906252.0,11.0,,02/07/24 10:35,111.0
2803,02/07/24 10:28,107073402934.0,1.0,Satisfied,201965583.0,11.0,,02/07/24 10:28,-111.0
2805,02/07/24 10:16,107077949363.0,1.0,Satisfied,99806684.0,11.0,,02/07/24 10:16,111.0
2806,02/07/24 10:00,107031434452.0,1.0,Satisfied,10399704.0,11.0,,02/07/24 10:00,111.0
2812,02/07/24 10:05,107060649646.0,1.0,Satisfied,68118603.0,11.0,,02/07/24 10:05,111.0
2814,02/07/24 10:29,107068728575.0,1.0,Satisfied,216702423.0,11.0,,02/07/24 10:29,111.0
2820,02/07/24 10:19,107083282663.0,1.0,Not Satisfied,2211810.0,11.0,,02/07/24 10:19,-234.0
2823,02/07/24 10:34,107060756367.0,1.0,Not Satisfied,99802568.0,11.0,,02/07/24 10:34,-234.0
2825,02/07/24 10:20,107077411375.0,1.0,Satisfied,221889391.0,11.0,,02/07/24 10:20,111.0
2827,02/07/24 10:32,107096972175.0,1.0,Satisfied,11534144.0,11.0,,02/07/24 10:32,111.0
2840,02/07/24 10:28,107076461159.0,1.0,Satisfied,46617845.0,11.0,,02/07/24 10:28,111.0
2852,02/07/24 10:34,107073240459.0,1.0,Satisfied,30248523.0,11.0,,02/07/24 10:34,111.0
2853,02/07/24 10:19,107074593685.0,1.0,Satisfied,25296046.0,11.0,,02/07/24 10:19,111.0
2855,02/07/24 10:32,107067331067.0,1.0,Satisfied,41839021.0,11.0,,02/07/24 10:32,333.0
2860,02/07/24 10:19,107074593685.0,1.0,Satisfied,25296046.0,11.0,,02/07/24 10:19,1000.0
2863,02/07/24 10:13,107058495252.0,1.0,Not Satisfied,222876842.0,11.0,,02/07/24 10:13,-234.0
2865,02/07/24 10:19,107032350052.0,1.0,Not Satisfied,158041451.0,11.0,,02/07/24 10:19,-234.0
2868,02/07/24 10:13,107070519763.0,1.0,Not Satisfied,28830571.0,11.0,,02/07/24 10:13,-234.0
2869,02/07/24 10:32,107058833013.0,1.0,Satisfied,31608909.0,11.0,,02/07/24 10:32,111.0
2870,02/07/24 10:13,107070519763.0,1.0,Not Satisfied,28830571.0,11.0,,02/07/24 10:13,-234.0
2886,02/07/24 10:32,107090815895.0,1.0,Not Satisfied,81671095.0,11.0,,02/07/24 10:32,-234.0
2887,02/07/24 10:23,107054013863.0,1.0,Satisfied,213105805.0,11.0,,02/07/24 10:23,111.0
2893,02/07/24 10:17,107059226659.0,1.0,Not Satisfied,58181977.0,11.0,,02/07/24 10:17,-234.0
2897,02/07/24 10:32,107063964834.0,1.0,Satisfied,83200423.0,11.0,,02/07/24 10:32,333.0
2900,02/07/24 10:32,107095435313.0,1.0,Satisfied,61207989.0,11.0,,02/07/24 10:32,111.0
2902,02/07/24 10:34,107051037852.0,1.0,Satisfied,189494445.0,11.0,,02/07/24 10:34,111.0
2905,02/07/24 10:34,107051037852.0,1.0,Not Satisfied,189494445.0,11.0,,02/07/24 10:34,-789.0
2906,02/07/24 10:22,107063985067.0,1.0,Satisfied,217431570.0,11.0,,02/07/24 10:22,111.0
2908,02/07/24 10:22,107063985067.0,1.0,Satisfied,217431570.0,11.0,151862742.0,02/07/24 10:22,333.0
2910,02/07/24 10:13,107079766752.0,1.0,Not Satisfied,49958592.0,11.0,,02/07/24 10:13,-234.0
2912,02/07/24 10:32,107053429775.0,1.0,Satisfied,12428416.0,11.0,,02/07/24 10:32,111.0
2921,02/07/24 10:16,107053966067.0,1.0,Satisfied,94131670.0,11.0,,02/07/24 10:16,111.0
2922,02/07/24 10:16,107053966067.0,1.0,Not Satisfied,94131670.0,11.0,,02/07/24 10:16,-234.0
2926,02/07/24 10:04,107085367146.0,1.0,Not Satisfied,8820337.0,11.0,,02/07/24 10:04,-234.0
2932,02/07/24 10:28,107082198834.0,1.0,Not Satisfied,15339805.0,11.0,,02/07/24 10:28,-234.0
2933,02/07/24 10:32,107093845634.0,1.0,Not Satisfied,5319729.0,11.0,,02/07/24 10:32,-234.0
2934,02/07/24 10:11,107033684185.0,1.0,Satisfied,49260110.0,11.0,,02/07/24 10:11,111.0
2936,02/07/24 10:28,107061484634.0,1.0,Not Satisfied,186141881.0,11.0,,02/07/24 10:28,-234.0
2940,02/07/24 10:10,107074687059.0,1.0,Satisfied,224932921.0,11.0,51775915.0,02/07/24 10:10,333.0
2949,02/07/24 10:34,107091352952.0,1.0,Satisfied,104319935.0,11.0,,02/07/24 10:34,111.0
2957,02/07/24 10:15,107086523259.0,1.0,Not Satisfied,217827182.0,11.0,,02/07/24 10:15,-234.0
2959,02/07/24 10:15,107080210534.0,1.0,Satisfied,108255688.0,11.0,,02/07/24 10:15,111.0
2960,02/07/24 10:02,107061295295.0,1.0,Not Satisfied,35402999.0,11.0,,02/07/24 10:02,-234.0
496,02/07/24 10:09,107081857763.0,1.0,Satisfied,12914484.0,11.0,,02/07/24 10:09,111.0
497,02/07/24 10:09,107062920559.0,1.0,Satisfied,108427783.0,11.0,,02/07/24 10:09,111.0
498,02/07/24 10:09,107081857763.0,1.0,Satisfied,12914484.0,11.0,,02/07/24 10:09,111.0
499,02/07/24 10:04,107083291785.0,1.0,Not Satisfied,9150515.0,11.0,,02/07/24 10:04,-456.0
501,02/07/24 10:08,107079268063.0,1.0,Not Satisfied,34307712.0,11.0,,02/07/24 10:08,-222.0
504,02/07/24 10:09,107070064495.0,1.0,Satisfied,210766887.0,11.0,,02/07/24 10:09,111.0
505,02/07/24 10:09,107070064495.0,1.0,Satisfied,210766887.0,11.0,,02/07/24 10:09,111.0
506,02/07/24 10:09,107074562059.0,1.0,Satisfied,6205244.0,11.0,,02/07/24 10:09,111.0
507,02/07/24 10:02,107058851434.0,1.0,Not Satisfied,76828341.0,11.0,,02/07/24 10:02,-222.0
509,02/07/24 10:10,107089636975.0,1.0,Satisfied,66013390.0,11.0,,02/07/24 10:10,111.0
510,02/07/24 10:00,107092068175.0,1.0,Not Satisfied,32589567.0,11.0,,02/07/24 10:00,-234.0
511,02/07/24 10:10,107083314763.0,1.0,Satisfied,31803096.0,11.0,,02/07/24 10:10,111.0
512,02/07/24 10:10,107076375167.0,1.0,Satisfied,19208491.0,11.0,,02/07/24 10:10,111.0
516,02/07/24 10:11,107063763695.0,1.0,Not Satisfied,190860277.0,11.0,,02/07/24 10:11,-234.0
518,02/07/24 10:09,107058020513.0,1.0,Satisfied,40858086.0,11.0,,02/07/24 10:09,111.0
522,02/07/24 10:10,107054748063.0,1.0,Satisfied,49826187.0,11.0,,02/07/24 10:10,111.0
524,02/07/24 10:10,107067158646.0,1.0,Not Satisfied,223330181.0,11.0,,02/07/24 10:10,-222.0
526,02/07/24 10:05,107091705413.0,1.0,Satisfied,10443110.0,11.0,,02/07/24 10:05,111.0
528,02/07/24 10:11,107063763695.0,1.0,Not Satisfied,190860277.0,11.0,,02/07/24 10:11,-222.0
2332,02/07/24 10:03,107075516952.0,1.0,Satisfied,45640306.0,11.0,,02/07/24 10:03,111.0
2333,02/07/24 10:11,107085809567.0,1.0,Not Satisfied,99255661.0,11.0,,02/07/24 10:11,-666.0
2339,02/07/24 10:15,107073319459.0,1.0,Not Satisfied,109315903.0,11.0,,02/07/24 10:15,-666.0
2342,02/07/24 10:33,107058999546.0,1.0,Satisfied,71348636.0,11.0,61782129.0,02/07/24 10:33,333.0
2345,02/07/24 10:08,107058310763.0,1.0,Not Satisfied,156648131.0,11.0,,02/07/24 10:08,-234.0
2346,02/07/24 10:07,107089825313.0,1.0,Satisfied,148024509.0,11.0,,02/07/24 10:07,111.0
2349,02/07/24 10:21,107052303852.0,1.0,Satisfied,63944860.0,11.0,,02/07/24 10:21,111.0
2352,02/07/24 10:11,107080527285.0,1.0,Not Satisfied,21032869.0,11.0,,02/07/24 10:11,-234.0
2353,02/07/24 10:11,107080527285.0,1.0,Not Satisfied,21032869.0,11.0,,02/07/24 10:11,-234.0
2359,02/07/24 10:11,107080527285.0,1.0,Not Satisfied,21032869.0,11.0,,02/07/24 10:11,-234.0
2365,02/07/24 10:01,107054758746.0,1.0,Satisfied,69221526.0,11.0,,02/07/24 10:01,111.0
2366,02/07/24 10:02,107099685513.0,1.0,Not Satisfied,40154800.0,11.0,,02/07/24 10:02,-222.0
2368,02/07/24 10:11,107080527285.0,1.0,Not Satisfied,21032869.0,11.0,,02/07/24 10:11,-222.0
2369,02/07/24 10:07,107093863995.0,1.0,Satisfied,19723423.0,11.0,,02/07/24 10:07,111.0
2372,02/07/24 10:23,107059978646.0,1.0,Satisfied,162870792.0,11.0,,02/07/24 10:23,111.0
2378,02/07/24 10:04,107098964385.0,1.0,Satisfied,64245982.0,11.0,,02/07/24 10:04,111.0
2381,02/07/24 10:31,107080247467.0,1.0,Satisfied,150395517.0,11.0,,02/07/24 10:31,111.0
2383,02/07/24 10:21,107085738067.0,1.0,Satisfied,21956086.0,11.0,,02/07/24 10:21,111.0
2402,02/07/24 10:02,107074146846.0,1.0,Not Satisfied,36684460.0,11.0,,02/07/24 10:02,-222.0
2403,02/07/24 10:16,107089266195.0,1.0,Not Satisfied,18903579.0,11.0,,02/07/24 10:16,-234.0
2405,02/07/24 10:30,107071277163.0,1.0,Satisfied,66405410.0,11.0,,02/07/24 10:30,111.0
2412,02/07/24 10:28,107054463846.0,1.0,Satisfied,37378301.0,11.0,,02/07/24 10:28,111.0
2414,02/07/24 10:33,107027131195.0,1.0,Satisfied,77046683.0,11.0,,02/07/24 10:33,111.0
2419,02/07/24 10:27,107092776063.0,1.0,Satisfied,20512243.0,11.0,,02/07/24 10:27,111.0
2426,02/07/24 10:32,107059210967.0,1.0,Satisfied,26398303.0,11.0,,02/07/24 10:32,111.0
2429,02/07/24 10:32,107059210967.0,1.0,Satisfied,26398303.0,11.0,,02/07/24 10:32,111.0
2431,02/07/24 10:17,107061133885.0,1.0,Not Satisfied,107215043.0,11.0,,02/07/24 10:17,-234.0
2432,02/07/24 10:28,107074521446.0,1.0,Not Satisfied,72265042.0,11.0,,02/07/24 10:28,-234.0
2434,02/07/24 10:09,107059438659.0,1.0,Not Satisfied,89010173.0,11.0,,02/07/24 10:09,-234.0
2436,02/07/24 10:11,107072433413.0,1.0,Satisfied,222679191.0,11.0,,02/07/24 10:11,111.0
2439,02/07/24 10:36,107093109367.0,1.0,Satisfied,562391.0,11.0,,02/07/24 10:36,111.0
2441,02/07/24 10:11,107072433413.0,1.0,Satisfied,222679191.0,11.0,,02/07/24 10:11,111.0
2447,02/07/24 10:32,107079696334.0,1.0,Not Satisfied,91377526.0,11.0,,02/07/24 10:32,-234.0
2448,02/07/24 10:28,107074521446.0,1.0,Not Satisfied,72265042.0,11.0,,02/07/24 10:28,-222.0
2451,02/07/24 10:21,107098211663.0,1.0,Satisfied,16302247.0,11.0,,02/07/24 10:21,333.0
2452,02/07/24 10:17,107089002659.0,1.0,Satisfied,128139336.0,11.0,,02/07/24 10:17,111.0
2454,02/07/24 10:04,107090942763.0,1.0,Satisfied,224482853.0,11.0,,02/07/24 10:04,111.0
2456,02/07/24 10:28,107054471052.0,1.0,Satisfied,47357103.0,11.0,,02/07/24 10:28,111.0
2457,02/07/24 10:23,107099694295.0,1.0,Satisfied,45467567.0,11.0,,02/07/24 10:23,111.0
2458,02/07/24 10:04,107090942763.0,1.0,Satisfied,224482853.0,11.0,125795289.0,02/07/24 10:04,333.0
2460,02/07/24 10:15,107091565967.0,1.0,Not Satisfied,93958582.0,11.0,,02/07/24 10:15,-234.0
2461,02/07/24 10:23,107065006834.0,1.0,Not Satisfied,129572790.0,11.0,,02/07/24 10:23,-234.0
2464,02/07/24 10:06,107084096713.0,1.0,Satisfied,219278593.0,11.0,,02/07/24 10:06,111.0
2467,02/07/24 10:05,107092456446.0,1.0,Satisfied,193423996.0,11.0,,02/07/24 10:05,111.0
2468,02/07/24 10:05,107092456446.0,1.0,Satisfied,193423996.0,11.0,,02/07/24 10:05,111.0
2471,02/07/24 10:28,107066205713.0,1.0,Not Satisfied,66281154.0,11.0,,02/07/24 10:28,-789.0
2473,02/07/24 10:33,107056335995.0,1.0,Satisfied,133266798.0,11.0,,02/07/24 10:33,111.0
2476,02/07/24 10:21,107100034067.0,1.0,Satisfied,94667972.0,11.0,,02/07/24 10:21,111.0
2479,02/07/24 10:35,107079872846.0,1.0,Satisfied,211121784.0,11.0,,02/07/24 10:35,111.0
2480,02/07/24 10:24,107059065885.0,1.0,Satisfied,149340358.0,11.0,,02/07/24 10:24,111.0
2482,02/07/24 10:29,107333955395.0,1.0,Not Satisfied,224900039.0,11.0,,02/07/24 10:29,-456.0
2484,02/07/24 10:18,107037287675.0,1.0,Satisfied,23557025.0,11.0,,02/07/24 10:18,111.0
502,02/07/24 10:10,107076526413.0,1.0,Satisfied,114355749.0,11.0,,02/07/24 10:10,111.0
503,02/07/24 10:10,107097628263.0,1.0,Satisfied,70573079.0,11.0,,02/07/24 10:10,111.0
513,02/07/24 10:10,107076375167.0,1.0,Satisfied,19208491.0,11.0,,02/07/24 10:10,111.0
514,02/07/24 10:10,107093691359.0,1.0,Satisfied,63465705.0,11.0,,02/07/24 10:10,111.0
515,02/07/24 10:08,107082359563.0,1.0,Satisfied,130947340.0,11.0,,02/07/24 10:08,111.0
