eto_lead_whatsapp_feedback_response_id,feedback_date,feedback_modref_id,feedback_modref_type,feedback_remarks,fk_buyer_glusr_usr_id,fk_eto_lead_whatsapp_template_id,fk_supplier_glusr_usr_id,im_whatsapp_msg_sent_date,response_flag
366,02/07/24 10:07,107086105463.0,1.0,Satisfied,16337851.0,11.0,,02/07/24 10:07,111.0
367,02/07/24 10:06,107076456952.0,1.0,Not Satisfied,43443982.0,11.0,,02/07/24 10:06,-234.0
368,02/07/24 10:03,107053966585.0,1.0,Satisfied,95172244.0,11.0,,02/07/24 10:03,111.0
369,02/07/24 10:02,107074793313.0,1.0,Satisfied,194807112.0,11.0,,02/07/24 10:02,111.0
370,02/07/24 10:02,107074793313.0,1.0,Satisfied,194807112.0,11.0,,02/07/24 10:02,111.0
371,02/07/24 10:06,107085886495.0,1.0,Not Satisfied,121947968.0,11.0,,02/07/24 10:06,-234.0
372,02/07/24 10:07,107086521785.0,1.0,Satisfied,217152888.0,11.0,,02/07/24 10:07,111.0
373,02/07/24 10:07,107060538563.0,1.0,Satisfied,190875333.0,11.0,,02/07/24 10:07,111.0
374,02/07/24 10:07,107064278867.0,1.0,Satisfied,1134316.0,11.0,,02/07/24 10:07,111.0
375,02/07/24 10:06,107060240863.0,1.0,Satisfied,124326731.0,11.0,,02/07/24 10:06,-111.0
376,02/07/24 10:06,107092065713.0,1.0,Not Satisfied,29991529.0,11.0,,02/07/24 10:06,-789.0
377,02/07/24 10:06,107076456952.0,1.0,Not Satisfied,43443982.0,11.0,,02/07/24 10:06,-666.0
378,02/07/24 10:07,107070040695.0,1.0,Satisfied,161627758.0,11.0,,02/07/24 10:07,111.0
379,02/07/24 10:07,107073954767.0,1.0,Satisfied,216484106.0,11.0,,02/07/24 10:07,111.0
380,02/07/24 10:02,107085887485.0,1.0,Not Satisfied,122260064.0,11.0,,02/07/24 10:02,-666.0
381,02/07/24 10:06,107080645075.0,1.0,Not Satisfied,82036567.0,11.0,,02/07/24 10:06,-789.0
382,02/07/24 10:07,107075588013.0,1.0,Not Satisfied,119351270.0,11.0,,02/07/24 10:07,-234.0
383,02/07/24 10:07,107072243646.0,1.0,Not Satisfied,26802797.0,11.0,,02/07/24 10:07,-234.0
384,02/07/24 10:07,107052077363.0,1.0,Not Satisfied,155803138.0,11.0,,02/07/24 10:07,-234.0
385,02/07/24 10:07,107086521785.0,1.0,Satisfied,217152888.0,11.0,,02/07/24 10:07,111.0
386,02/07/24 10:07,107052077363.0,1.0,Not Satisfied,155803138.0,11.0,,02/07/24 10:07,-234.0
387,02/07/24 10:07,107083414913.0,1.0,Not Satisfied,104381252.0,11.0,,02/07/24 10:07,-234.0
388,02/07/24 10:07,107083414913.0,1.0,Not Satisfied,104381252.0,11.0,,02/07/24 10:07,-234.0
389,02/07/24 10:07,107083414913.0,1.0,Not Satisfied,104381252.0,11.0,,02/07/24 10:07,-234.0
390,02/07/24 10:06,107021166775.0,1.0,Not Satisfied,44121910.0,11.0,,02/07/24 10:06,-234.0
391,02/07/24 10:07,107072243646.0,1.0,Not Satisfied,26802797.0,11.0,,02/07/24 10:07,-222.0
392,02/07/24 10:06,107052272346.0,1.0,Satisfied,27953777.0,11.0,,02/07/24 10:06,111.0
393,02/07/24 10:04,107057291195.0,1.0,Not Satisfied,51821688.0,11.0,,02/07/24 10:04,-234.0
394,02/07/24 10:07,107083414913.0,1.0,Not Satisfied,104381252.0,11.0,,02/07/24 10:07,-222.0
395,02/07/24 10:06,107085886495.0,1.0,Not Satisfied,121947968.0,11.0,,02/07/24 10:06,-234.0
396,02/07/24 10:07,107086521785.0,1.0,Satisfied,217152888.0,11.0,155461530.0,02/07/24 10:07,333.0
397,02/07/24 10:07,107057555159.0,1.0,Satisfied,77181334.0,11.0,,02/07/24 10:07,111.0
398,02/07/24 10:05,107092117052.0,1.0,Satisfied,82930624.0,11.0,,02/07/24 10:05,111.0
399,02/07/24 10:06,107085886495.0,1.0,Not Satisfied,121947968.0,11.0,,02/07/24 10:06,-222.0
400,02/07/24 10:04,107094157746.0,1.0,Not Satisfied,122925907.0,11.0,,02/07/24 10:04,-234.0
401,02/07/24 10:04,107094157746.0,1.0,Not Satisfied,122925907.0,11.0,,02/07/24 10:04,-234.0
402,02/07/24 10:07,107052077363.0,1.0,Not Satisfied,155803138.0,11.0,,02/07/24 10:07,-222.0
403,02/07/24 10:08,107093942846.0,1.0,Not Satisfied,55816609.0,11.0,,02/07/24 10:08,-234.0
404,02/07/24 10:06,107054011752.0,1.0,Satisfied,211042852.0,11.0,,02/07/24 10:06,111.0
407,02/07/24 10:07,107093857346.0,1.0,Satisfied,13138959.0,11.0,,02/07/24 10:07,111.0
410,02/07/24 10:08,107062867785.0,1.0,Not Satisfied,220161355.0,11.0,,02/07/24 10:08,-234.0
412,02/07/24 10:04,107056773959.0,1.0,Satisfied,34478874.0,11.0,,02/07/24 10:04,111.0
413,02/07/24 10:08,107067535259.0,1.0,Not Satisfied,43398825.0,11.0,,02/07/24 10:08,-234.0
414,02/07/24 10:05,107092117052.0,1.0,Satisfied,82930624.0,11.0,25464873.0,02/07/24 10:05,333.0
420,02/07/24 10:08,107062867785.0,1.0,Not Satisfied,220161355.0,11.0,,02/07/24 10:08,-222.0
424,02/07/24 10:01,107067103034.0,1.0,Not Satisfied,78028283.0,11.0,,02/07/24 10:01,-234.0
426,02/07/24 10:07,107069315746.0,1.0,Satisfied,97569964.0,11.0,,02/07/24 10:07,111.0
2246,02/07/24 10:29,107070955285.0,1.0,Not Satisfied,40865145.0,11.0,,02/07/24 10:29,-234.0
2250,02/07/24 10:33,107055837359.0,1.0,Not Satisfied,56931412.0,11.0,,02/07/24 10:33,-234.0
2255,02/07/24 10:10,107072289134.0,1.0,Satisfied,69917117.0,11.0,,02/07/24 10:10,111.0
2256,02/07/24 10:00,107092432167.0,1.0,Satisfied,32701087.0,11.0,14981539.0,02/07/24 10:00,333.0
2257,02/07/24 10:15,107080241752.0,1.0,Satisfied,143348034.0,11.0,,02/07/24 10:15,-111.0
2259,02/07/24 10:29,107086577852.0,1.0,Not Satisfied,95049013.0,11.0,,02/07/24 10:29,-222.0
2262,02/07/24 10:29,107050219959.0,1.0,Satisfied,88400206.0,11.0,6881461.0,02/07/24 10:29,333.0
2263,02/07/24 10:25,107055312495.0,1.0,Satisfied,61627019.0,11.0,,02/07/24 10:25,-111.0
2272,02/07/24 10:22,107010846885.0,1.0,Satisfied,224020521.0,11.0,,02/07/24 10:22,111.0
2278,02/07/24 10:35,107079006434.0,1.0,Not Satisfied,128813807.0,11.0,,02/07/24 10:35,-234.0
2283,02/07/24 10:35,107079006434.0,1.0,Not Satisfied,128813807.0,11.0,,02/07/24 10:35,-234.0
2287,02/07/24 10:17,107055266785.0,1.0,Not Satisfied,9234750.0,11.0,,02/07/24 10:17,-234.0
2292,02/07/24 10:35,107069651246.0,1.0,Satisfied,28274237.0,11.0,,02/07/24 10:35,111.0
2293,02/07/24 10:09,107093207646.0,1.0,Not Satisfied,93302371.0,11.0,,02/07/24 10:09,-789.0
2294,02/07/24 10:00,107054230663.0,1.0,Not Satisfied,87980912.0,11.0,,02/07/24 10:00,-234.0
2295,02/07/24 10:22,107010846885.0,1.0,Not Satisfied,224020521.0,11.0,,02/07/24 10:22,-234.0
2296,02/07/24 10:18,107082743775.0,1.0,Satisfied,221820475.0,11.0,,02/07/24 10:18,111.0
2298,02/07/24 10:18,107082743775.0,1.0,Satisfied,221820475.0,11.0,,02/07/24 10:18,111.0
2670,02/07/24 10:26,107056178785.0,1.0,Satisfied,195074865.0,11.0,,02/07/24 10:26,111.0
2674,02/07/24 10:06,107057084385.0,1.0,Satisfied,150162008.0,11.0,,02/07/24 10:06,111.0
2677,02/07/24 10:16,107064864763.0,1.0,Satisfied,213604011.0,11.0,27266141.0,02/07/24 10:16,333.0
2679,02/07/24 10:21,107037290867.0,1.0,Satisfied,24175678.0,11.0,,02/07/24 10:21,111.0
2680,02/07/24 10:03,107083071167.0,1.0,Satisfied,188124012.0,11.0,,02/07/24 10:03,111.0
2682,02/07/24 10:10,107045791295.0,1.0,Satisfied,30357932.0,11.0,,02/07/24 10:10,111.0
2684,02/07/24 10:03,107083071167.0,1.0,Satisfied,188124012.0,11.0,,02/07/24 10:03,333.0
2686,02/07/24 10:33,107071284734.0,1.0,Satisfied,78024282.0,11.0,12940613.0,02/07/24 10:33,333.0
2690,02/07/24 10:30,107059392095.0,1.0,Satisfied,58620501.0,11.0,,02/07/24 10:30,111.0
2691,02/07/24 10:13,107096349152.0,1.0,Satisfied,6888777.0,11.0,,02/07/24 10:13,111.0
2693,02/07/24 10:25,107099179185.0,1.0,Satisfied,93983182.0,11.0,,02/07/24 10:25,111.0
2695,02/07/24 10:22,107068482352.0,1.0,Not Satisfied,222652607.0,11.0,,02/07/24 10:22,-234.0
2699,02/07/24 10:25,107099179185.0,1.0,Satisfied,93983182.0,11.0,,02/07/24 10:25,-111.0
2700,02/07/24 10:19,107075025652.0,1.0,Not Satisfied,6375815.0,11.0,,02/07/24 10:19,-234.0
2705,02/07/24 10:35,107016310385.0,1.0,Satisfied,44027735.0,11.0,162943208.0,02/07/24 10:35,333.0
2708,02/07/24 10:00,107071408613.0,1.0,Satisfied,62605015.0,11.0,,02/07/24 10:00,111.0
2716,02/07/24 10:16,107026251485.0,1.0,Not Satisfied,59880155.0,11.0,,02/07/24 10:16,-234.0
2717,02/07/24 10:00,107071408613.0,1.0,Not Satisfied,62605015.0,11.0,,02/07/24 10:00,-234.0
2722,02/07/24 10:33,107056307063.0,1.0,Not Satisfied,70994204.0,11.0,,02/07/24 10:33,-234.0
2725,02/07/24 10:25,107058619167.0,1.0,Not Satisfied,12542654.0,11.0,,02/07/24 10:25,-234.0
2732,02/07/24 10:34,107053279746.0,1.0,Satisfied,223520511.0,11.0,,02/07/24 10:34,111.0
2735,02/07/24 10:36,107070051959.0,1.0,Not Satisfied,193250827.0,11.0,,02/07/24 10:36,-234.0
2737,02/07/24 10:28,107070626463.0,1.0,Not Satisfied,199042550.0,11.0,,02/07/24 10:28,-234.0
2739,02/07/24 10:13,107062080967.0,1.0,Satisfied,105606808.0,11.0,,02/07/24 10:13,111.0
2740,02/07/24 10:35,107065166859.0,1.0,Satisfied,106376429.0,11.0,,02/07/24 10:35,-111.0
2743,02/07/24 10:02,107063969695.0,1.0,Satisfied,109186269.0,11.0,,02/07/24 10:02,111.0
2744,02/07/24 10:16,107072077695.0,1.0,Not Satisfied,1561610.0,11.0,,02/07/24 10:16,-234.0
2748,02/07/24 10:28,107070626463.0,1.0,Not Satisfied,199042550.0,11.0,,02/07/24 10:28,-222.0
2749,02/07/24 10:22,107063565034.0,1.0,Satisfied,92105739.0,11.0,,02/07/24 10:22,111.0
2752,02/07/24 10:30,107065365575.0,1.0,Satisfied,195809196.0,11.0,,02/07/24 10:30,111.0
2753,02/07/24 10:30,107065365575.0,1.0,Not Satisfied,195809196.0,11.0,,02/07/24 10:30,-234.0
2754,02/07/24 10:34,107059613734.0,1.0,Satisfied,67695685.0,11.0,,02/07/24 10:34,111.0
2756,02/07/24 10:33,107059665363.0,1.0,Not Satisfied,214769173.0,11.0,,02/07/24 10:33,-222.0
2758,02/07/24 10:00,107092843385.0,1.0,Satisfied,223032008.0,11.0,,02/07/24 10:00,111.0
2760,02/07/24 10:25,107071224334.0,1.0,Satisfied,1564715.0,11.0,,02/07/24 10:25,111.0
2762,02/07/24 10:34,107059613734.0,1.0,Not Satisfied,67695685.0,11.0,,02/07/24 10:34,-234.0
2763,02/07/24 10:32,107075679613.0,1.0,Not Satisfied,224038489.0,11.0,,02/07/24 10:32,-234.0
2764,02/07/24 10:12,107100308659.0,1.0,Satisfied,79141489.0,11.0,,02/07/24 10:12,111.0
2766,02/07/24 10:03,107074571395.0,1.0,Satisfied,6576255.0,11.0,,02/07/24 10:03,111.0
2775,02/07/24 10:32,107067331067.0,1.0,Satisfied,41839021.0,11.0,,02/07/24 10:32,111.0
2777,02/07/24 10:28,107073402934.0,1.0,Satisfied,201965583.0,11.0,,02/07/24 10:28,111.0
2779,02/07/24 10:30,107094972463.0,1.0,Satisfied,135673270.0,11.0,,02/07/24 10:30,111.0
2788,02/07/24 10:01,107089242059.0,1.0,Not Satisfied,2563776.0,11.0,,02/07/24 10:01,-666.0
2789,02/07/24 10:03,107077930146.0,1.0,Not Satisfied,29653664.0,11.0,,02/07/24 10:03,-234.0
405,02/07/24 10:08,107084763513.0,1.0,Satisfied,147583017.0,11.0,,02/07/24 10:08,111.0
406,02/07/24 10:04,107016679134.0,1.0,Not Satisfied,2492982.0,11.0,,02/07/24 10:04,-234.0
416,02/07/24 10:06,107092230534.0,1.0,Satisfied,215605388.0,11.0,,02/07/24 10:06,111.0
417,02/07/24 10:06,107066068067.0,1.0,Satisfied,206086724.0,11.0,,02/07/24 10:06,111.0
419,02/07/24 10:08,107073975234.0,1.0,Not Satisfied,224191724.0,11.0,,02/07/24 10:08,-234.0
422,02/07/24 10:07,107088907959.0,1.0,Satisfied,29704086.0,11.0,,02/07/24 10:07,111.0
423,02/07/24 10:01,107073423675.0,1.0,Satisfied,219160430.0,11.0,,02/07/24 10:01,111.0
425,02/07/24 10:04,107083291785.0,1.0,Not Satisfied,9150515.0,11.0,,02/07/24 10:04,-234.0
428,02/07/24 10:06,107033613313.0,1.0,Satisfied,37230808.0,11.0,,02/07/24 10:06,111.0
2249,02/07/24 10:29,107086577852.0,1.0,Not Satisfied,95049013.0,11.0,,02/07/24 10:29,-234.0
2261,02/07/24 10:35,107067588259.0,1.0,Satisfied,180718367.0,11.0,,02/07/24 10:35,1000.0
2265,02/07/24 10:36,107043261446.0,1.0,Satisfied,4906747.0,11.0,,02/07/24 10:36,111.0
2270,02/07/24 10:29,107070955285.0,1.0,Not Satisfied,40865145.0,11.0,,02/07/24 10:29,-666.0
2273,02/07/24 10:20,107005886552.0,1.0,Satisfied,155995160.0,11.0,,02/07/24 10:20,111.0
2279,02/07/24 10:13,107080731552.0,1.0,Satisfied,186618538.0,11.0,,02/07/24 10:13,111.0
2280,02/07/24 10:28,107054299175.0,1.0,Satisfied,212833517.0,11.0,,02/07/24 10:28,1000.0
2281,02/07/24 10:13,107084524475.0,1.0,Not Satisfied,85376626.0,11.0,,02/07/24 10:13,-234.0
2284,02/07/24 10:28,107069858452.0,1.0,Not Satisfied,208205810.0,11.0,,02/07/24 10:28,-234.0
2285,02/07/24 10:36,107043261446.0,1.0,Satisfied,4906747.0,11.0,,02/07/24 10:36,333.0
2286,02/07/24 10:35,107079006434.0,1.0,Not Satisfied,128813807.0,11.0,,02/07/24 10:35,-234.0
2288,02/07/24 10:17,107055266785.0,1.0,Not Satisfied,9234750.0,11.0,,02/07/24 10:17,-234.0
2289,02/07/24 10:17,107055266785.0,1.0,Not Satisfied,9234750.0,11.0,,02/07/24 10:17,-234.0
2291,02/07/24 10:35,107069651246.0,1.0,Satisfied,28274237.0,11.0,,02/07/24 10:35,111.0
2303,02/07/24 10:02,107063856175.0,1.0,Satisfied,83691721.0,11.0,,02/07/24 10:02,111.0
2306,02/07/24 10:34,107075664785.0,1.0,Not Satisfied,219169526.0,11.0,,02/07/24 10:34,-234.0
2308,02/07/24 10:06,107076976675.0,1.0,Satisfied,215594470.0,11.0,,02/07/24 10:06,111.0
2309,02/07/24 10:34,107075664785.0,1.0,Not Satisfied,219169526.0,11.0,,02/07/24 10:34,-234.0
2310,02/07/24 10:34,107056800652.0,1.0,Satisfied,89555317.0,11.0,,02/07/24 10:34,111.0
2326,02/07/24 10:32,107069263752.0,1.0,Not Satisfied,19309846.0,11.0,,02/07/24 10:32,-234.0
2327,02/07/24 10:34,107075664785.0,1.0,Not Satisfied,219169526.0,11.0,,02/07/24 10:34,-222.0
2328,02/07/24 10:21,107096029895.0,1.0,Satisfied,7931574.0,11.0,,02/07/24 10:21,111.0
2331,02/07/24 10:21,107067518846.0,1.0,Satisfied,10676290.0,11.0,,02/07/24 10:21,111.0
2702,02/07/24 10:34,107059993175.0,1.0,Not Satisfied,219029630.0,11.0,,02/07/24 10:34,-234.0
2704,02/07/24 10:31,107071197834.0,1.0,Not Satisfied,219049934.0,11.0,,02/07/24 10:31,-456.0
2706,02/07/24 10:19,107075025652.0,1.0,Not Satisfied,6375815.0,11.0,,02/07/24 10:19,-666.0
2707,02/07/24 10:04,107097774652.0,1.0,Satisfied,75839396.0,11.0,,02/07/24 10:04,111.0
2711,02/07/24 10:23,107063751385.0,1.0,Not Satisfied,95908724.0,11.0,,02/07/24 10:23,-234.0
2713,02/07/24 10:22,107050215013.0,1.0,Satisfied,81275539.0,11.0,,02/07/24 10:22,111.0
2718,02/07/24 10:07,107067792363.0,1.0,Not Satisfied,64007239.0,11.0,,02/07/24 10:07,-234.0
2719,02/07/24 10:31,107089466967.0,1.0,Satisfied,215186891.0,11.0,,02/07/24 10:31,111.0
2720,02/07/24 10:18,107091298834.0,1.0,Not Satisfied,19318431.0,11.0,,02/07/24 10:18,-456.0
2723,02/07/24 10:33,107056307063.0,1.0,Not Satisfied,70994204.0,11.0,,02/07/24 10:33,-234.0
2724,02/07/24 10:34,107089054985.0,1.0,Not Satisfied,200284533.0,11.0,,02/07/24 10:34,-234.0
2728,02/07/24 10:19,107079303075.0,1.0,Not Satisfied,64802312.0,11.0,,02/07/24 10:19,-234.0
2731,02/07/24 10:23,107091387534.0,1.0,Satisfied,13048939.0,11.0,,02/07/24 10:23,111.0
2736,02/07/24 10:23,107034093659.0,1.0,Satisfied,148073614.0,11.0,,02/07/24 10:23,111.0
2738,02/07/24 10:28,107070626463.0,1.0,Not Satisfied,199042550.0,11.0,,02/07/24 10:28,-234.0
2742,02/07/24 10:33,107059665363.0,1.0,Not Satisfied,214769173.0,11.0,,02/07/24 10:33,-234.0
2746,02/07/24 10:01,107083282434.0,1.0,Satisfied,2204184.0,11.0,,02/07/24 10:01,111.0
2747,02/07/24 10:34,107053279746.0,1.0,Satisfied,223520511.0,11.0,,02/07/24 10:34,-111.0
2757,02/07/24 10:31,107094862713.0,1.0,Not Satisfied,14501995.0,11.0,,02/07/24 10:31,-234.0
2759,02/07/24 10:31,107094862713.0,1.0,Not Satisfied,14501995.0,11.0,,02/07/24 10:31,-234.0
2765,02/07/24 10:03,107055532259.0,1.0,Not Satisfied,2082024.0,11.0,,02/07/24 10:03,-234.0
2778,02/07/24 10:30,107094972463.0,1.0,Satisfied,135673270.0,11.0,,02/07/24 10:30,111.0
2780,02/07/24 10:24,107053838263.0,1.0,Not Satisfied,215888555.0,11.0,,02/07/24 10:24,-222.0
2782,02/07/24 10:31,107064564213.0,1.0,Not Satisfied,115750679.0,11.0,,02/07/24 10:31,-234.0
2786,02/07/24 10:11,107045111934.0,1.0,Satisfied,46424832.0,11.0,,02/07/24 10:11,111.0
2790,02/07/24 10:12,107076523563.0,1.0,Not Satisfied,110906343.0,11.0,,02/07/24 10:12,-234.0
2794,02/07/24 10:21,107047356763.0,1.0,Satisfied,48314199.0,11.0,,02/07/24 10:21,111.0
2809,02/07/24 10:08,107059214067.0,1.0,Not Satisfied,31065211.0,11.0,,02/07/24 10:08,-234.0
2815,02/07/24 10:06,107052897652.0,1.0,Satisfied,56775636.0,11.0,,02/07/24 10:06,111.0
2821,02/07/24 10:19,107083282663.0,1.0,Satisfied,2211810.0,11.0,,02/07/24 10:19,111.0
2826,02/07/24 10:25,107092858346.0,1.0,Not Satisfied,43541005.0,11.0,,02/07/24 10:25,-234.0
2829,02/07/24 10:35,107091130459.0,1.0,Not Satisfied,221696035.0,11.0,,02/07/24 10:35,-234.0
2832,02/07/24 10:25,107092858346.0,1.0,Not Satisfied,43541005.0,11.0,,02/07/24 10:25,-222.0
2833,02/07/24 10:01,107069572813.0,1.0,Not Satisfied,2332851.0,11.0,,02/07/24 10:01,-234.0
2835,02/07/24 10:10,107064077359.0,1.0,Satisfied,88615952.0,11.0,,02/07/24 10:10,111.0
2837,02/07/24 10:31,107100327395.0,1.0,Not Satisfied,110044932.0,11.0,,02/07/24 10:31,-234.0
2838,02/07/24 10:01,107069572813.0,1.0,Not Satisfied,2332851.0,11.0,,02/07/24 10:01,-222.0
2839,02/07/24 10:21,107072721985.0,1.0,Satisfied,14315979.0,11.0,,02/07/24 10:21,333.0
408,02/07/24 10:06,107021166775.0,1.0,Not Satisfied,44121910.0,11.0,,02/07/24 10:06,-222.0
409,02/07/24 10:03,107053966585.0,1.0,Satisfied,95172244.0,11.0,,02/07/24 10:03,1000.0
411,02/07/24 10:04,107094157746.0,1.0,Not Satisfied,122925907.0,11.0,,02/07/24 10:04,-234.0
415,02/07/24 10:08,107059248667.0,1.0,Satisfied,104849289.0,11.0,,02/07/24 10:08,111.0
418,02/07/24 10:01,107073423675.0,1.0,Satisfied,219160430.0,11.0,,02/07/24 10:01,111.0
421,02/07/24 10:01,107073423675.0,1.0,Satisfied,219160430.0,11.0,,02/07/24 10:01,111.0
427,02/07/24 10:01,107067103034.0,1.0,Not Satisfied,78028283.0,11.0,,02/07/24 10:01,-234.0
429,02/07/24 10:08,107067535259.0,1.0,Not Satisfied,43398825.0,11.0,,02/07/24 10:08,-666.0
430,02/07/24 10:02,107070498613.0,1.0,Satisfied,3478975.0,11.0,,02/07/24 10:02,111.0
431,02/07/24 10:06,107033613313.0,1.0,Satisfied,37230808.0,11.0,,02/07/24 10:06,111.0
432,02/07/24 10:06,107055056495.0,1.0,Satisfied,99496605.0,11.0,,02/07/24 10:06,111.0
433,02/07/24 10:08,107063207552.0,1.0,Satisfied,50334445.0,11.0,,02/07/24 10:08,111.0
434,02/07/24 10:06,107066068067.0,1.0,Satisfied,206086724.0,11.0,,02/07/24 10:06,-111.0
435,02/07/24 10:01,107073423675.0,1.0,Satisfied,219160430.0,11.0,,02/07/24 10:01,-111.0
436,02/07/24 10:05,107072781463.0,1.0,Not Satisfied,67201597.0,11.0,,02/07/24 10:05,-234.0
437,02/07/24 10:02,107070498613.0,1.0,Satisfied,3478975.0,11.0,,02/07/24 10:02,1000.0
438,02/07/24 10:05,107072781463.0,1.0,Not Satisfied,67201597.0,11.0,,02/07/24 10:05,-234.0
439,02/07/24 10:05,107072781463.0,1.0,Not Satisfied,67201597.0,11.0,,02/07/24 10:05,-234.0
440,02/07/24 10:06,107060509546.0,1.0,Satisfied,69280937.0,11.0,,02/07/24 10:06,111.0
441,02/07/24 10:04,107062118034.0,1.0,Not Satisfied,24677678.0,11.0,,02/07/24 10:04,-234.0
442,02/07/24 10:06,107086592063.0,1.0,Not Satisfied,200384157.0,11.0,,02/07/24 10:06,-234.0
443,02/07/24 10:08,107095044085.0,1.0,Not Satisfied,224287787.0,11.0,,02/07/24 10:08,-234.0
444,02/07/24 10:08,107099455867.0,1.0,Satisfied,120533439.0,11.0,,02/07/24 10:08,111.0
445,02/07/24 10:09,107073301467.0,1.0,Not Satisfied,93639951.0,11.0,,02/07/24 10:09,-234.0
446,02/07/24 10:07,107094602534.0,1.0,Not Satisfied,13598427.0,11.0,,02/07/24 10:07,-234.0
447,02/07/24 10:04,107094157746.0,1.0,Not Satisfied,122925907.0,11.0,,02/07/24 10:04,-345.0
448,02/07/24 10:07,107089272159.0,1.0,Satisfied,23908701.0,11.0,,02/07/24 10:07,111.0
449,02/07/24 10:07,107094602534.0,1.0,Not Satisfied,13598427.0,11.0,,02/07/24 10:07,-234.0
450,02/07/24 10:07,107094602534.0,1.0,Not Satisfied,13598427.0,11.0,,02/07/24 10:07,-234.0
451,02/07/24 10:09,107067180075.0,1.0,Satisfied,216273566.0,11.0,,02/07/24 10:09,111.0
452,02/07/24 10:09,107092615134.0,1.0,Not Satisfied,151675796.0,11.0,,02/07/24 10:09,-234.0
453,02/07/24 10:08,107097232975.0,1.0,Not Satisfied,64786242.0,11.0,,02/07/24 10:08,-234.0
454,02/07/24 10:07,107068941475.0,1.0,Satisfied,10517497.0,11.0,,02/07/24 10:07,111.0
455,02/07/24 10:08,107099962975.0,1.0,Not Satisfied,14710336.0,11.0,,02/07/24 10:08,-234.0
456,02/07/24 10:04,107062118034.0,1.0,Not Satisfied,24677678.0,11.0,,02/07/24 10:04,-567.0
457,02/07/24 10:06,107086592063.0,1.0,Not Satisfied,200384157.0,11.0,,02/07/24 10:06,-789.0
458,02/07/24 10:09,107054263485.0,1.0,Satisfied,39825866.0,11.0,,02/07/24 10:09,111.0
459,02/07/24 10:08,107076055863.0,1.0,Satisfied,84476359.0,11.0,,02/07/24 10:08,111.0
460,02/07/24 10:01,107082582385.0,1.0,Not Satisfied,24114071.0,11.0,,02/07/24 10:01,-234.0
461,02/07/24 10:09,107068347295.0,1.0,Not Satisfied,66061639.0,11.0,,02/07/24 10:09,-234.0
462,02/07/24 10:06,107099676534.0,1.0,Not Satisfied,28454948.0,11.0,,02/07/24 10:06,-234.0
463,02/07/24 10:04,107056773959.0,1.0,Not Satisfied,34478874.0,11.0,,02/07/24 10:04,-234.0
464,02/07/24 10:09,107073301467.0,1.0,Not Satisfied,93639951.0,11.0,,02/07/24 10:09,-234.0
465,02/07/24 10:08,107079268063.0,1.0,Satisfied,34307712.0,11.0,,02/07/24 10:08,111.0
466,02/07/24 10:01,107082582385.0,1.0,Not Satisfied,24114071.0,11.0,,02/07/24 10:01,-345.0
467,02/07/24 10:08,107097232975.0,1.0,Not Satisfied,64786242.0,11.0,,02/07/24 10:08,-666.0
468,02/07/24 10:09,107066660959.0,1.0,Not Satisfied,181061976.0,11.0,,02/07/24 10:09,-234.0
469,02/07/24 10:09,107038918352.0,1.0,Satisfied,204241735.0,11.0,,02/07/24 10:09,111.0
470,02/07/24 10:09,107092615134.0,1.0,Not Satisfied,151675796.0,11.0,,02/07/24 10:09,-666.0
471,02/07/24 10:06,107055056495.0,1.0,Satisfied,99496605.0,11.0,,02/07/24 10:06,1000.0
472,02/07/24 10:09,107083452985.0,1.0,Not Satisfied,114158055.0,11.0,,02/07/24 10:09,-234.0
473,02/07/24 10:09,107083452985.0,1.0,Not Satisfied,114158055.0,11.0,,02/07/24 10:09,-234.0
474,02/07/24 10:07,107071300767.0,1.0,Satisfied,99838435.0,11.0,,02/07/24 10:07,111.0
475,02/07/24 10:08,107099996659.0,1.0,Satisfied,50490301.0,11.0,,02/07/24 10:08,111.0
476,02/07/24 10:09,107058416485.0,1.0,Satisfied,34447519.0,11.0,,02/07/24 10:09,111.0
477,02/07/24 10:08,107099996659.0,1.0,Satisfied,50490301.0,11.0,,02/07/24 10:08,111.0
478,02/07/24 10:09,107083452985.0,1.0,Not Satisfied,114158055.0,11.0,,02/07/24 10:09,-234.0
479,02/07/24 10:09,107083011075.0,1.0,Satisfied,99170049.0,11.0,,02/07/24 10:09,111.0
480,02/07/24 10:08,107099962975.0,1.0,Not Satisfied,14710336.0,11.0,,02/07/24 10:08,-666.0
481,02/07/24 10:07,107071300767.0,1.0,Satisfied,99838435.0,11.0,,02/07/24 10:07,111.0
482,02/07/24 10:06,107090585613.0,1.0,Satisfied,223919693.0,11.0,,02/07/24 10:06,111.0
483,02/07/24 10:01,107055267367.0,1.0,Not Satisfied,10007962.0,11.0,,02/07/24 10:01,-234.0
484,02/07/24 10:09,107058416485.0,1.0,Satisfied,34447519.0,11.0,,02/07/24 10:09,111.0
485,02/07/24 10:00,107082587446.0,1.0,Not Satisfied,29156423.0,11.0,,02/07/24 10:00,-234.0
486,02/07/24 10:05,107082379075.0,1.0,Satisfied,152925124.0,11.0,,02/07/24 10:05,111.0
487,02/07/24 10:10,107061213352.0,1.0,Satisfied,100402336.0,11.0,,02/07/24 10:10,111.0
488,02/07/24 10:10,107089636975.0,1.0,Satisfied,66013390.0,11.0,,02/07/24 10:10,111.0
